CVE;advisory name;advisory URL;unknown PoC;Github PoC;Curl PoC;XML PoC;
CVE-2020-8913;SNYK-JAVA-COMGOOGLEANDROIDPLAY-1052005;https://security.snyk.io/vuln/SNYK-JAVA-COMGOOGLEANDROIDPLAY-105200;no;no;yes;no;
CVE-2020-8568;SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGUTILK8SUTIL-1063507;https://security.snyk.io/vuln/SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGUTILK8SUTIL-106350;no;no;yes;no;
CVE-2020-8568;SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGUTILFILEUTIL-1063508;https://security.snyk.io/vuln/SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGUTILFILEUTIL-106350;no;no;yes;no;
CVE-2020-8568;SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGSECRETSSTORE-1063509;https://security.snyk.io/vuln/SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGSECRETSSTORE-106350;no;no;yes;no;
CVE-2020-8568;SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGROTATION-1063510;https://security.snyk.io/vuln/SNYK-GOLANG-SIGSK8SIOSECRETSSTORECSIDRIVERPKGROTATION-106351;no;no;yes;no;
CVE-2020-8567;SNYK-GOLANG-GITHUBCOMHASHICORPVAULTCSIPROVIDER-6674178;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHASHICORPVAULTCSIPROVIDER-667417;no;no;yes;no;
CVE-2020-8567;SNYK-GOLANG-GITHUBCOMHASHICORPSECRETSSTORECSIDRIVERPROVIDERVAULT-6674177;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHASHICORPSECRETSSTORECSIDRIVERPROVIDERVAULT-667417;no;no;yes;no;
CVE-2020-8567;SNYK-GOLANG-GITHUBCOMGOOGLECLOUDPLATFORMSECRETSSTORECSIDRIVERPROVIDERGCPCONFIG-6674176;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOOGLECLOUDPLATFORMSECRETSSTORECSIDRIVERPROVIDERGCPCONFIG-667417;no;no;yes;no;
CVE-2020-8567;SNYK-GOLANG-GITHUBCOMAZURESECRETSSTORECSIDRIVERPROVIDERAZUREPKGPROVIDER-6674175;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMAZURESECRETSSTORECSIDRIVERPROVIDERAZUREPKGPROVIDER-667417;no;no;yes;no;
CVE-2020-8161;SNYK-RUBY-RACK-569066;https://security.snyk.io/vuln/SNYK-RUBY-RACK-56906;no;no;yes;no;
CVE-2020-8159;SNYK-RUBY-ACTIONPACKPAGECACHING-590072;https://security.snyk.io/vuln/SNYK-RUBY-ACTIONPACKPAGECACHING-59007;no;no;yes;no;
CVE-2020-7471;SNYK-PYTHON-DJANGO-543998;https://security.snyk.io/vuln/SNYK-PYTHON-DJANGO-54399;no;yes;no;no;
CVE-2020-6418;SNYK-DOTNET-CEFSDK-557179;https://security.snyk.io/vuln/SNYK-DOTNET-CEFSDK-55717;no;yes;no;no;
CVE-2020-6418;SNYK-DOTNET-CEFREDISTX86-557180;https://security.snyk.io/vuln/SNYK-DOTNET-CEFREDISTX86-55718;no;yes;no;no;
CVE-2020-6418;SNYK-DOTNET-CEFREDISTX64-557181;https://security.snyk.io/vuln/SNYK-DOTNET-CEFREDISTX64-55718;no;yes;no;no;
CVE-2020-5811;SNYK-DOTNET-UMBRACOCMSCORE-1245510;https://security.snyk.io/vuln/SNYK-DOTNET-UMBRACOCMSCORE-124551;no;no;yes;no;
CVE-2020-5811;SNYK-DOTNET-UMBRACOCMS-1245509;https://security.snyk.io/vuln/SNYK-DOTNET-UMBRACOCMS-124550;no;no;yes;no;
CVE-2020-5590;SNYK-PHP-ECCUBEECCUBE-572838;https://security.snyk.io/vuln/SNYK-PHP-ECCUBEECCUBE-57283;no;no;yes;no;
CVE-2020-5236;SNYK-PYTHON-WAITRESS-544148;https://security.snyk.io/vuln/SNYK-PYTHON-WAITRESS-54414;no;yes;no;no;
CVE-2020-3717;SNYK-PHP-MAGENTOCORE-570602;https://security.snyk.io/vuln/SNYK-PHP-MAGENTOCORE-57060;no;no;yes;no;
CVE-2020-3717;SNYK-PHP-MAGENTOCOMMUNITYEDITION-570601;https://security.snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-57060;no;no;yes;no;
CVE-2020-36651;SNYK-JS-WEBNODESERVER-3232922;https://security.snyk.io/vuln/SNYK-JS-WEBNODESERVER-323292;no;no;yes;no;
CVE-2020-36651;SNYK-JS-WEBNODESERVER-3232921;https://security.snyk.io/vuln/SNYK-JS-WEBNODESERVER-323292;no;no;yes;no;
CVE-2020-36641;SNYK-JAVA-FRTURRI-3226606;https://security.snyk.io/vuln/SNYK-JAVA-FRTURRI-322660;no;no;no;yes;
CVE-2020-36639;SNYK-UNMANAGED-ALLIEDMODDERSAMXMODX-3188571;https://security.snyk.io/vuln/SNYK-UNMANAGED-ALLIEDMODDERSAMXMODX-318857;no;no;yes;no;
CVE-2020-36629;SNYK-JS-HTTPSTER-3182874;https://security.snyk.io/vuln/SNYK-JS-HTTPSTER-318287;no;no;yes;no;
CVE-2020-36565;SNYK-GOLANG-GITHUBCOMLABSTACKECHOV4-1083988;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMLABSTACKECHOV4-108398;no;no;yes;no;
CVE-2020-36565;SNYK-GOLANG-GITHUBCOMLABSTACKECHO-1050889;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMLABSTACKECHO-105088;no;no;yes;no;
CVE-2020-36559;SNYK-GOLANG-GITHUBCOMGOAAHAAH-559113;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOAAHAAH-55911;no;no;yes;no;
CVE-2020-36559;SNYK-GOLANG-AAHFRAMEWORK-1083935;https://security.snyk.io/vuln/SNYK-GOLANG-AAHFRAMEWORK-108393;no;no;yes;no;
CVE-2020-36321;SNYK-JAVA-COMVAADIN-1252243;https://security.snyk.io/vuln/SNYK-JAVA-COMVAADIN-125224;no;no;yes;no;
CVE-2020-36193;SNYK-PHP-PEARARCHIVETAR-1061987;https://security.snyk.io/vuln/SNYK-PHP-PEARARCHIVETAR-106198;no;no;yes;no;
CVE-2020-35460;SNYK-JAVA-NETSFMPXJ-1051220;https://security.snyk.io/vuln/SNYK-JAVA-NETSFMPXJ-105122;no;no;yes;no;
CVE-2020-35340;SNYK-DOTNET-EXPERTPDFHTMLTOPDF-1585153;https://security.snyk.io/vuln/SNYK-DOTNET-EXPERTPDFHTMLTOPDF-158515;no;no;yes;no;
CVE-2020-29556;SNYK-PHP-GETGRAVGRAV-1085979;https://security.snyk.io/vuln/SNYK-PHP-GETGRAVGRAV-108597;no;no;yes;no;
CVE-2020-29555;SNYK-PHP-GETGRAVGRAV-1085980;https://security.snyk.io/vuln/SNYK-PHP-GETGRAVGRAV-108598;no;no;yes;no;
CVE-2020-28736;SNYK-PYTHON-PLONE-1055013;https://security.snyk.io/vuln/SNYK-PYTHON-PLONE-105501;no;no;no;yes;
CVE-2020-28734;SNYK-PYTHON-PLONE-1055011;https://security.snyk.io/vuln/SNYK-PYTHON-PLONE-105501;no;no;no;yes;
CVE-2020-27534;SNYK-GOLANG-GITHUBCOMMOBYBUILDKITUTILBINFMTMISC-1065806;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMMOBYBUILDKITUTILBINFMTMISC-106580;no;no;yes;no;
CVE-2020-27467;SNYK-PHP-PROCESSWIREPROCESSWIRE-2413668;https://security.snyk.io/vuln/SNYK-PHP-PROCESSWIREPROCESSWIRE-241366;no;no;yes;no;
CVE-2020-26710;SNYK-PYTHON-EASYPARSE-5747810;https://security.snyk.io/vuln/SNYK-PYTHON-EASYPARSE-574781;no;no;no;yes;
CVE-2020-26709;SNYK-PYTHON-PYXML-5747812;https://security.snyk.io/vuln/SNYK-PYTHON-PYXML-574781;no;no;no;yes;
CVE-2020-26708;SNYK-PYTHON-REQUESTSXML-5747811;https://security.snyk.io/vuln/SNYK-PYTHON-REQUESTSXML-574781;no;no;no;yes;
CVE-2020-26705;SNYK-PYTHON-PYTHONEASYXML-1769272;https://security.snyk.io/vuln/SNYK-PYTHON-PYTHONEASYXML-176927;no;no;no;yes;
CVE-2020-26279;SNYK-GOLANG-GITHUBCOMIPFSGOIPFS-1089017;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMIPFSGOIPFS-108901;no;no;yes;no;
CVE-2020-26247;SNYK-RUBY-NOKOGIRI-1055008;https://security.snyk.io/vuln/SNYK-RUBY-NOKOGIRI-105500;no;no;no;yes;
CVE-2020-26229;SNYK-PHP-TYPO3CMS-1044046;https://security.snyk.io/vuln/SNYK-PHP-TYPO3CMS-104404;no;no;no;yes;
CVE-2020-25912;SNYK-PHP-SYMPHONYCMS-1769274;https://security.snyk.io/vuln/SNYK-PHP-SYMPHONYCMS-176927;no;no;no;yes;
CVE-2020-25911;SNYK-PHP-MODXREVOLUTION-1769269;https://security.snyk.io/vuln/SNYK-PHP-MODXREVOLUTION-176926;no;no;no;yes;
CVE-2020-25817;SNYK-PHP-SILVERSTRIPEFRAMEWORK-1300845;https://security.snyk.io/vuln/SNYK-PHP-SILVERSTRIPEFRAMEWORK-130084;no;no;no;yes;
CVE-2020-25649;SNYK-JAVA-COMFASTERXMLJACKSONCORE-1048302;https://security.snyk.io/vuln/SNYK-JAVA-COMFASTERXMLJACKSONCORE-104830;no;no;no;yes;
CVE-2020-25540;SNYK-PHP-ZOUJINGLITHINKADMIN-6672905;https://security.snyk.io/vuln/SNYK-PHP-ZOUJINGLITHINKADMIN-667290;no;no;yes;no;
CVE-2020-25032;SNYK-PYTHON-FLASKCORS-608972;https://security.snyk.io/vuln/SNYK-PYTHON-FLASKCORS-60897;no;no;yes;no;
CVE-2020-25020;SNYK-JAVA-NETSFMPXJ-608933;https://security.snyk.io/vuln/SNYK-JAVA-NETSFMPXJ-60893;no;no;no;yes;
CVE-2020-24855;SNYK-JS-EASYTEAMEASYWEBPACKCLI-3173583;https://security.snyk.io/vuln/SNYK-JS-EASYTEAMEASYWEBPACKCLI-317358;no;no;yes;no;
CVE-2020-24591;SNYK-JAVA-ORGWSO2CARBONANALYTICSCOMMON-608303;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONANALYTICSCOMMON-60830;no;no;no;yes;
CVE-2020-24590;SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-608305;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-60830;no;no;no;yes;
CVE-2020-24590;SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-608304;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-60830;no;no;no;yes;
CVE-2020-24589;SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-608305;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-60830;no;no;no;yes;
CVE-2020-24589;SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-608304;https://security.snyk.io/vuln/SNYK-JAVA-ORGWSO2CARBONGOVERNANCE-60830;no;no;no;yes;
CVE-2020-2324;SNYK-JAVA-ORGJENKINSCIPLUGINS-1048291;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-104829;no;no;no;yes;
CVE-2020-2315;SNYK-JAVA-ORGJENKINSCIPLUGINS-3186313;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-318631;no;no;no;yes;
CVE-2020-2305;SNYK-JAVA-ORGJENKINSCIPLUGINS-1037283;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-103728;no;no;no;yes;
CVE-2020-2304;SNYK-JAVA-ORGJENKINSCIPLUGINS-1037278;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-103727;no;no;no;yes;
CVE-2020-2298;SNYK-JAVA-ORGJENKINSCIPLUGINS-1016921;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-101692;no;no;no;yes;
CVE-2020-2284;SNYK-JAVA-ORGJENKINSCIPLUGINS-3177370;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-317737;no;no;no;yes;
CVE-2020-2254;SNYK-JAVA-IOJENKINSBLUEOCEAN-728000;https://security.snyk.io/vuln/SNYK-JAVA-IOJENKINSBLUEOCEAN-72800;no;no;yes;no;
CVE-2020-2254;SNYK-JAVA-IOJENKINSBLUEOCEAN-6253356;https://security.snyk.io/vuln/SNYK-JAVA-IOJENKINSBLUEOCEAN-625335;no;no;yes;no;
CVE-2020-2247;SNYK-JAVA-ORGJENKINSCIPLUGINS-609352;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-60935;no;no;no;yes;
CVE-2020-2245;SNYK-JAVA-ORGJENKINSCIPLUGINS-609351;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-60935;no;no;no;yes;
CVE-2020-2178;SNYK-JAVA-COMPARASOFT-3175481;https://security.snyk.io/vuln/SNYK-JAVA-COMPARASOFT-317548;no;no;no;yes;
CVE-2020-2171;SNYK-JAVA-ORGJENKINSCIPLUGINS-3180420;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-318042;no;no;no;yes;
CVE-2020-2144;SNYK-JAVA-ORGJENKINSCIPLUGINS-3230939;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-323093;no;no;no;yes;
CVE-2020-2108;SNYK-JAVA-ORGJENKINSCIPLUGINS-3175884;https://security.snyk.io/vuln/SNYK-JAVA-ORGJENKINSCIPLUGINS-317588;no;no;no;yes;
CVE-2020-18705;SNYK-PYTHON-QUOKKA-1566562;https://security.snyk.io/vuln/SNYK-PYTHON-QUOKKA-156656;no;no;no;yes;
CVE-2020-18703;SNYK-PYTHON-QUOKKA-1566560;https://security.snyk.io/vuln/SNYK-PYTHON-QUOKKA-156656;no;no;no;yes;
CVE-2020-17519;SNYK-JAVA-ORGAPACHEFLINK-1055473;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEFLINK-105547;no;no;yes;no;
CVE-2020-17519;SNYK-JAVA-ORGAPACHEFLINK-1055472;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEFLINK-105547;no;no;yes;no;
CVE-2020-17518;SNYK-JAVA-ORGAPACHEFLINK-1055652;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEFLINK-105565;no;no;yes;no;
CVE-2020-17518;SNYK-JAVA-ORGAPACHEFLINK-1055651;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEFLINK-105565;no;no;yes;no;
CVE-2020-1735;SNYK-PYTHON-ANSIBLE-560368;https://security.snyk.io/vuln/SNYK-PYTHON-ANSIBLE-56036;no;no;yes;no;
CVE-2020-15239;SNYK-PYTHON-XMPPHTTPUPLOAD-1016270;https://security.snyk.io/vuln/SNYK-PYTHON-XMPPHTTPUPLOAD-101627;no;no;yes;no;
CVE-2020-15229;SNYK-GOLANG-GITHUBCOMHPCNGSINGULARITYPKGIMAGEUNPACKER-1296550;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMHPCNGSINGULARITYPKGIMAGEUNPACKER-129655;no;no;yes;no;
CVE-2020-15141;SNYK-PYTHON-OPENAPIPYTHONCLIENT-598766;https://security.snyk.io/vuln/SNYK-PYTHON-OPENAPIPYTHONCLIENT-59876;no;no;yes;no;
CVE-2020-14366;SNYK-JAVA-ORGKEYCLOAK-1038403;https://security.snyk.io/vuln/SNYK-JAVA-ORGKEYCLOAK-103840;no;no;yes;no;
CVE-2020-14160;SNYK-GOLANG-GITHUBCOMGOTENBERGGOTENBERGV7PKGMODULESCHROMIUM-1569872;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOTENBERGGOTENBERGV7PKGMODULESCHROMIUM-156987;no;no;yes;no;
CVE-2020-13940;SNYK-JAVA-ORGAPACHENIFI-1015375;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHENIFI-101537;no;no;no;yes;
CVE-2020-12642;SNYK-JAVA-COMEPAMREPORTPORTAL-1314907;https://security.snyk.io/vuln/SNYK-JAVA-COMEPAMREPORTPORTAL-131490;no;no;no;yes;
CVE-2020-11991;SNYK-JAVA-ORGAPACHECOCOON-674431;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHECOCOON-67443;no;no;no;yes;
CVE-2020-11987;SNYK-JAVA-ORGAPACHEXMLGRAPHICS-1074910;https://security.snyk.io/vuln/SNYK-JAVA-ORGAPACHEXMLGRAPHICS-107491;no;no;no;yes;
CVE-2020-10799;SNYK-PYTHON-SVGLIB-560926;https://security.snyk.io/vuln/SNYK-PYTHON-SVGLIB-56092;no;no;no;yes;
CVE-2020-10696;SNYK-GOLANG-GITHUBCOMCONTAINERSBUILDAHIMAGEBUILDAH-561413;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMCONTAINERSBUILDAHIMAGEBUILDAH-56141;no;no;yes;no;
CVE-2019-9960;SNYK-PHP-LIMESURVEYLIMESURVEY-174001;https://security.snyk.io/vuln/SNYK-PHP-LIMESURVEYLIMESURVEY-17400;no;no;yes;no;
CVE-2019-9648;SNYK-DOTNET-COREFTP-5790227;https://security.snyk.io/vuln/SNYK-DOTNET-COREFTP-579022;no;no;yes;no;
CVE-2019-8320;SNYK-RUBY-RUBYGEMSUPDATE-598859;https://security.snyk.io/vuln/SNYK-RUBY-RUBYGEMSUPDATE-59885;no;no;yes;no;
CVE-2019-8158;SNYK-PHP-MAGENTOCOMMUNITYEDITION-473127;https://security.snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-47312;no;no;no;yes;
CVE-2019-8126;SNYK-PHP-MAGENTOCOMMUNITYEDITION-473118;https://security.snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-47311;no;no;no;yes;
CVE-2019-7859;SNYK-PHP-MAGENTOCOMMUNITYEDITION-458614;https://security.snyk.io/vuln/SNYK-PHP-MAGENTOCOMMUNITYEDITION-45861;no;no;yes;no;
CVE-2019-6986;SNYK-JAVA-ORGVIVOWEB-3097700;https://security.snyk.io/vuln/SNYK-JAVA-ORGVIVOWEB-309770;no;no;yes;no;
CVE-2019-5887;SNYK-PHP-TOPTHINKTHINK-73503;https://security.snyk.io/vuln/SNYK-PHP-TOPTHINKTHINK-7350;no;no;yes;no;
CVE-2019-5312;SNYK-JAVA-COMGITHUBBINARYWANG-6147610;https://security.snyk.io/vuln/SNYK-JAVA-COMGITHUBBINARYWANG-614761;no;no;no;yes;
CVE-2019-5312;SNYK-JAVA-COMGITHUBBINARYWANG-6147609;https://security.snyk.io/vuln/SNYK-JAVA-COMGITHUBBINARYWANG-614760;no;no;no;yes;
CVE-2019-3828;SNYK-PYTHON-ANSIBLE-174009;https://security.snyk.io/vuln/SNYK-PYTHON-ANSIBLE-17400;no;no;yes;no;
CVE-2019-25087;SNYK-UNMANAGED-RAMSEYKHTTPSERVER-3184949;https://security.snyk.io/vuln/SNYK-UNMANAGED-RAMSEYKHTTPSERVER-318494;no;no;yes;no;
CVE-2019-25075;SNYK-JAVA-IOGRAVITEEMANAGEMENT-2988806;https://security.snyk.io/vuln/SNYK-JAVA-IOGRAVITEEMANAGEMENT-298880;no;no;yes;no;
CVE-2019-25073;SNYK-GOLANG-GOADESIGNGOAV3-1083922;https://security.snyk.io/vuln/SNYK-GOLANG-GOADESIGNGOAV3-108392;no;no;yes;no;
CVE-2019-25073;SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-536317;https://security.snyk.io/vuln/SNYK-GOLANG-GITHUBCOMGOADESIGNGOA-53631;no;no;yes;no;
CVE-2019-20916;SNYK-PYTHON-PIP-609855;https://security.snyk.io/vuln/SNYK-PYTHON-PIP-60985;no;no;yes;no;
CVE-2019-20627;SNYK-DOTNET-AUTOUPDATERNETOFFICIAL-560985;https://security.snyk.io/vuln/SNYK-DOTNET-AUTOUPDATERNETOFFICIAL-56098;no;no;no;yes;
CVE-2019-19702;SNYK-PYTHON-MODOBOADMARC-537532;https://security.snyk.io/vuln/SNYK-PYTHON-MODOBOADMARC-53753;no;no;no;yes;
CVE-2019-18978;SNYK-RUBY-RACKCORS-534477;https://security.snyk.io/vuln/SNYK-RUBY-RACKCORS-53447;no;no;yes;no;
CVE-2019-18393;SNYK-JAVA-ORGIGNITEREALTIMEOPENFIRE-3145118;https://security.snyk.io/vuln/SNYK-JAVA-ORGIGNITEREALTIMEOPENFIRE-314511;no;no;yes;no;
CVE-2019-17640;SNYK-JAVA-IOVERTX-1018903;https://security.snyk.io/vuln/SNYK-JAVA-IOVERTX-101890;no;no;yes;no;
CVE-2019-17109;SNYK-PYTHON-KOJI-472485;https://security.snyk.io/vuln/SNYK-PYTHON-KOJI-47248;no;no;yes;no;
CVE-2019-16405;SNYK-PHP-CENTREONCENTREON-1534849;https://security.snyk.io/vuln/SNYK-PHP-CENTREONCENTREON-153484;no;yes;no;no;
